course_id,event_id,course_name
AAID240-M03LEC,7cb98462-85d9-437a-a6d9-d593e736ff30,Visualization II
AAID240-M09LEC,0b37b3c4-ac18-43c4-b2c8-ee1731965b09,Visualization II
FCWR101-M01LEC,8088fd04-d3ea-44e2-8ea3-2f1a20ee628f,Writing I:Found Coll Comp
FCWR111-M01LEC,ce5d88e5-4126-46d5-b38c-03072edd19e9,Writing I:Comp Intl Stds
FCWR111-M02LEC,92c2b61f-9856-4c9a-aaac-e673af052369,Writing I:Comp Intl Stds
FCWR303-M01LEC,651d4687-6e0d-4b1c-8fff-712dc392259b,Art Design Comm
MATH330-M01LEC,6734e509-e7dd-4580-968a-4e07aa1a2703,Computational Analysis
MIST725-M02LEC,858cf22a-df2b-461a-9eb5-b83255ab80a7,Database Systems
ACCT102-M01LEC,3798b2ac-8fe6-4442-9fa0-f6b59e77c8b6,Accounting II
CHEM110-M01LEC,bd321f1e-64ee-4ca1-9138-d90cc81d5bce,General Chemistry I
CHEM150-M03LEC,f1de7e34-aa4a-4aab-992d-1ffaf36e81a9,General Chemistry II
CSCI610-M01LEC,42a82af4-fef2-4288-a6c8-304001e2f650,Theor Conc in Computers & Comp
ITEC315-M01LEC,e0fbd499-36d6-404a-af12-51d98dd214df,Mob App Design
MATH135-M01LEC,304be62d-c525-48ef-8304-77dc3a49adcb,Fundamentals of Precalculus I
MATH136-M04LEC,ccdecc04-2f05-45cd-9205-be4d54c0d1ed,Fundamentals of Precalculus II
MATH151-M01LEC,3f7db323-d4d2-46f6-aed4-aaa4c773c067,Fundamentals of Calculus
MATH170-M01LEC,79e811c8-adbf-4be0-ade4-66dc17c7b963,Calculus I
PHYS170-M01LEC,3a195630-6c51-4e27-9e21-6dda3334d34c,General Physics I
BIOL150-M03BLEC,c429ab1c-7f48-4404-9936-6a67149663d2,General Biology II
BIOL341-M01LEC,0e2884d9-1f64-492f-b127-0bb910d339ce,Genetic Engineering
BIOL395-M01LEC,6d30ca42-e171-42de-a352-5db466cff07b,Intro to Research Literature
CHEM150-M02BLEC,055b0b49-ffa6-4833-a7df-0dc375e3511b,General Chemistry II
CHEM395-M01LEC,b9c56606-6d47-4ed5-b4fe-204adb06592d,Intro to Research Design
EENG483-M01LEC,df762795-5051-4fb7-b72f-4ebeaec3af36,Introduction to Vlsi Design
EENG661-M01LEC,f340c06c-d449-4872-90a7-21028c275aec,Introduction to Vlsi Design
EENG765-M01LEC,81e5093f-6acb-4200-8565-41829752e1d8,Microwave Circts
MATH170-M03LEC,c02db37a-a096-4eea-8f6c-86e8de9f68de,Calculus I
PSYC220-M01LEC,5d32baf0-19e1-4e17-af1f-31d35db7e5b9,Child Psychology
ARCH361-M02LEC,f7ced089-a524-49e2-97ae-485a2856eeb4,Arch Hist Sem
BIOL107-M01LEC,d1d4932b-77da-49c3-a09b-b50ecb2aeaaf,Environmental Sciences
BIOL235-M01LEC,9d42329e-0829-4bb2-8b98-b73d9b0675b0,Microbiology
BIOL340-M02BLEC,4088f1e0-86ca-4caf-b303-89a9044d7249,Biochemistry
DATA101-M05LEC,3d836d16-4174-4156-a6ae-fe840d90200c,Making Sense of a Data-Society
ECON601-M03LEC,767035cc-90c9-47ca-8f49-0d9f3ecedb5f,Managerial Econ for Dec Making
EENG281-M01LEC,8534dacf-ad4b-4308-a183-f57e10c45919,Electrical Circuits II
EENG508-M01LEC,dc3bf134-fc67-4e38-9388-028bf8461eb6,Electrical Circuits II
ENGY710-M01LEC,ca55e584-97e3-43ca-834f-678aadd0907a,Power Plant Systems
FCWR151-M01LEC,39d670ef-b99a-45c3-ae25-82f7bb8bcfbe,Writing II:Fnd Rsrch Writ
MATH450-M01LEC,c5b0b82d-8306-4138-b1db-7d6809b74f84,Partial Differential Equations
CSCI125-M05LEC,b32ba0fd-6015-4adb-82d6-5ab0b3462990,Computer Programming I
CSCI125-M06LEC,e8f4b35d-22bf-4747-8ca0-105b81a773c9,Computer Programming I
CSCI125-M07LEC,04d503ac-5a0e-48c9-8c76-6ed0b1873f06,Computer Programming I
CSCI125-M08LEC,07d07252-dbd4-4786-92d7-548166eec93b,Computer Programming I
CSCI502-M05LEC,4f72b76f-19fe-480a-b6bf-d660c347f0e4,Computer Programming I
CSCI502-M07LEC,b84a4a5b-4412-4227-aff2-5109a6c44f84,Computer Programming I
CTEC241-M01LEC,687e85cd-50c5-461e-98d6-63e72bc31571,Circuit Design and Fabrication
CTEC350-M01LEC,7d4f19be-2526-4801-9329-adc6aecef6e5,Microcontroller Based Systems
DTSC615-M01LEC,cfc85961-4179-4365-83b3-2f224c11fbfc,Optim Methods for Data Science
EENG270-M01LEC,4a909b4f-f123-4990-997c-e7c15e81dcfb,Electronics I
EENG341-M01LEC,cf8efa1a-5171-4061-953f-db4cf2eace91,Signals and Systems
EENG382-M01LEC,559d7691-7d08-490c-ba61-ecbdbf754779,Random Signals and Statistics
EENG504-M01LEC,9672aef7-3d16-4906-b326-fed1d60583ef,Intro Electr Cir
EENG514-M01LEC,be011ec0-a178-4918-9b2c-8ced99062f66,Signals and Systems
EENG515-M01LEC,586665b9-7419-4586-81f2-ad810736ae70,Random Signals and Statistics
ETCS105-M02LEC,2f07bed8-8839-4283-ae7f-2a1149bda7d9,Career Discovery
ETEC231-M01LEC,b96da14c-80f6-4960-9b8d-4e7c82510001,Electronics Technology II
ARCH161-M03LEC,527e6f39-db8a-46b4-9641-9491ed202e6c,Global Hist of Architecture I
BIOE650-M01LEC,2801e87c-7a99-4508-b9b6-d8baf5d2b9e4,Medical Devices
CTEC216-M01LEC,cf31d9a1-9ddc-43c1-9ef9-eb71806c1b7e,Digital Electronics
CTEC336-M01LEC,c459571a-284d-47e5-a277-d9bacd1807a0,Embedded Sys & Inter of Things
EENG419-M01LEC,4b9ef8bc-8e94-441c-af60-c28334e18d73,Med Devices: Embedded Sys App
EENG650-M01LEC,05736f03-448c-4c2b-a213-5449c35e0a80,Medical Devices: Embed Systems
ETEC110-M01LEC,02237b40-2272-4ce1-a0de-5927726c54e5,Electrical Technology I
IENG345-M01LEC,42704435-f196-4098-a680-5be52e5e2c28,Statistical Design II
PHYS320-M01LEC,df8ebd2d-86b5-4f65-8630-448f7ebd1c63,Quantum Mechanics I
AAID140-M01LEC,4004d42d-1052-497e-a461-b1efbdc0b8f8,Visualization I
ARCH327-M21LEC,70bce386-78b6-4269-a6bf-6deaae8de587,Comp Aided Con Drwgs
AAID101-M01LEC,af743a50-a38a-42d9-b870-b59114d743b7,Design Fundamentals I
AAID102-M01LEC,36ee3c0d-7181-4de5-95d9-48bef8ae29de,Design Fundamentals II
AAID102-M02LEC,2a8c1371-15ee-4b83-9905-8309331d62a7,Design Fundamentals II
AAID102-M03LEC,2bee54d4-3042-4458-b743-b75a78498379,Design Fundamentals II
AAID102-M04LEC,fde485dd-ff3b-4b61-b1f6-20bcf9969e4a,Design Fundamentals II
