course_id,Subject,Course,Section #,course_name,event_day,start_time,end_time,building_code,room_num,Term,Cross-List
MHCO 705/M01,MHCO,705,M01,Career Couns&Dev,W,5:00 PM,7:30 PM,MC26,401,2025SP,2253_S_0979_NYIT1_1
MIST 216/M01,MIST,216,M01,Information Systems,M,3:30 PM,6:10 PM,EGGC,606,2025SP,
MIST 610/M02,MIST,610,M02,ERP Systems,R,7:10 PM,8:30 PM,MC26,504,2025SP,
MIST 660/E25,MIST,660,E25,Info Systems & Resource Mgmt,T,1:00 PM,5:25 PM,MC26,504,2025SP,
MIST 725/M02,MIST,725,M02,Database Systems,T,5:45 PM,8:25 PM,EGGC,319,2025SP,
MRKT 102/M01,MRKT,102,M01,Introduction to Marketing,MW,11:00 AM,12:20 PM,EGGC,702,2025SP,
MRKT 620/E25,MRKT,620,E25,Strategic Marketing & Branding,M,9:30 AM,12:15 PM,MC26,409,2025SP,
MRKT 620/M01,MRKT,620,M01,Strategic Marketing & Branding,M,2:45 PM,5:25 PM,MC26,313,2025SP,
MRKT 620/M02,MRKT,620,M02,Strategic Marketing & Branding,M,5:45 PM,8:25 PM,EGGC,706,2025SP,
MRKT 620/M03,MRKT,620,M03,Strategic Marketing & Branding,R,2:45 PM,5:25 PM,MC26,314,2025SP,
MRKT 620/M04,MRKT,620,M04,Strategic Marketing & Branding,W,5:45 PM,8:25 PM,MC26,314,2025SP,
MRKT 710/M01,MRKT,710,M01,International Marketing,W,2:45 PM,5:25 PM,MC26,409,2025SP,
MRKT 745/M01,MRKT,745,M01,Digital Marketing Strategy,T,5:45 PM,8:25 PM,MC26,207,2025SP,
MRKT 745/M02,MRKT,745,M02,Digital Marketing Strategy,R,5:45 PM,8:25 PM,MC26,207,2025SP,
MRKT 750/M01,MRKT,750,M01,Marketing Research Insights,W,5:45 PM,8:25 PM,MC26,313,2025SP,
PHYS 115/M01,PHYS,115,M01,Humanity/Phys Un,MW,2:00 PM,3:20 PM,MC26,312,2025SP,
PHYS 150/M01,PHYS,150,M01,Introductory Physics II,MW,2:00 PM,3:20 PM,MC26,408,2025SP,
PHYS 150/M01L,PHYS,150,M01L,Introductory Physics II,F,9:00 AM,10:50 AM,MC61,812,2025SP,
PHYS 170/M01,PHYS,170,M01,General Physics I,MW,9:10 AM,10:50 AM,EGGC,401,2025SP,
PHYS 170/M01L,PHYS,170,M01L,General Physics I,W,11:00 AM,12:50 PM,MC61,812,2025SP,
PHYS 170/M02,PHYS,170,M02,General Physics I,TR,5:45 PM,7:25 PM,MC61,820,2025SP,
PHYS 170/M02L,PHYS,170,M02L,General Physics I,R,7:35 PM,9:25 PM,MC61,812,2025SP,
PHYS 170/M03L,PHYS,170,M03L,General Physics I,R,3:30 PM,5:20 PM,MC61,812,2025SP,
PHYS 180/M01,PHYS,180,M01,General Physics II,MW,11:00 AM,12:40 PM,MC61,822,2025SP,
PHYS 180/M01L,PHYS,180,M01L,General Physics II,R,10:30 AM,12:20 PM,MC61,812,2025SP,
PHYS 180/M02,PHYS,180,M02,General Physics II,MW,5:45 PM,7:25 PM,MC61,820,2025SP,
PHYS 180/M02L,PHYS,180,M02L,General Physics II,W,3:30 PM,5:20 PM,MC61,812,2025SP,
PHYS 180/M03L,PHYS,180,M03L,General Physics II,W,6:35 PM,8:25 PM,MC61,812,2025SP,
PHYS 185/M01,PHYS,185,M01,General Physics for Pre-Med II,F,10:00 AM,2:50 PM,MC61,624,2025SP,
PHYS 185/M01L,PHYS,185,M01L,General Physics for Pre-Med II,F,3:10 PM,5:00 PM,MC61,812,2025SP,
PHYS 191/M01,PHYS,191,M01,Physics of Sports,MW,11:00 AM,12:20 PM,MC61,821,2025SP,
PHYS 225/M01,PHYS,225,M01,Introduction to Modern Physics,MW,9:30 AM,10:50 AM,MC61,821,2025SP,
PHYS 226/M01,PHYS,226,M01,Intro to Modern Physics Lab,F,5:15 PM,6:55 PM,MC61,812,2025SP,2253_D_0006_NYIT1_1
PHYS 310/M01,PHYS,310,M01,Optics,TR,9:30 AM,10:50 AM,MC26,207,2025SP,2253_S_1121_NYIT1_1
PHYS 320/M01,PHYS,320,M01,Quantum Mechanics I,MW,1:40 PM,3:20 PM,EGGC,409,2025SP,2253_S_1122_NYIT1_1
PSYC 101/M01,PSYC,101,M01,Introduction to Psychology,MW,8:00 AM,9:20 AM,MC61,624,2025SP,
PSYC 120/M01,PSYC,120,M01,Career Development in Psych,TR,11:00 AM,12:20 PM,MC61,822,2025SP,
PSYC 220/M01,PSYC,220,M01,Child Psychology,MW,9:30 AM,10:50 AM,EGGC,405,2025SP,
PSYC 330/M01,PSYC,330,M01,Comm & Interv Tech,M,11:00 AM,12:20 PM,MC26,401,2025SP,
PSYC 330/M01,PSYC,330,M01,Comm & Interv Tech,W,11:00 AM,12:20 PM,MC26,408,2025SP,
PSYC 338/M01,PSYC,338,M01,Health Psychology,MW,12:30 PM,1:50 PM,MC61,721,2025SP,
PSYC 370/M01,PSYC,370,M01,Intro Res Methds,TR,9:00 AM,10:50 AM,MC61,722,2025SP,
QANT 300/M01,QANT,300,M01,Production & Operations Mgmt,MW,2:00 PM,3:20 PM,MC26,504,2025SP,
QANT 405/M01,QANT,405,M01,Management Science,MW,11:00 AM,12:20 PM,MC26,504,2025SP,
QANT 501/M01,QANT,501,M01,Business Statistics,F,7:10 PM,8:30 PM,MC26,504,2025SP,
QANT 510/M01,QANT,510,M01,Prod Op Mgmt,F,8:30 PM,9:50 PM,MC26,504,2025SP,
QANT 620/M01,QANT,620,M01,Decision Models,R,5:45 PM,7:05 PM,MC26,504,2025SP,
QANT 630/E25,QANT,630,E25,Operations & Supply Chain Mgmt,TR,2:00 PM,4:45 PM,MC26,504,2025SP,
QANT 630/M01,QANT,630,M01,Operations & Supply Chain Mgmt,T,5:45 PM,8:25 PM,MC26,504,2025SP,
WRIT 110/M01,WRIT,110,M01,Bas Wrt/Rdg Intl,W,12:30 PM,3:20 PM,MC61,722,2025SP,
WRIT 110/M01,WRIT,110,M01,Bas Wrt/Rdg Intl,M,12:30 PM,2:30 PM,MC61,722,2025SP,
WRIT 210/M01,WRIT,210,M01,Workshop in Publication,T,12:30 PM,1:50 PM,MC26,207,2025SP,2253_S_0791_NYIT1_1
WRIT 220/M01,WRIT,220,M01,Workshop in Publication,T,12:30 PM,1:50 PM,MC26,207,2025SP,2253_S_0791_NYIT1_1
WRIT 230/M01,WRIT,230,M01,Workshop in Publication,T,12:30 PM,1:50 PM,MC26,207,2025SP,2253_S_0791_NYIT1_1
